,feedback,patch_length,unique_participant,prior,context,RT,RL,trial_num,probed_trial,feedback_manipulation_type,date,trials_since_last_probe
5932,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,,175.0,212,False,1,2019-05-12 11:39:00,5.0
5933,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,,158.33333333299998,213,False,1,2019-05-12 11:39:00,6.0
5934,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,433.333333333,183.333333333,214,False,1,2019-05-12 11:39:00,7.0
5935,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,450.0,158.33333333299998,215,False,1,2019-05-12 11:39:00,8.0
5936,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,516.666666667,133.33333333299998,216,False,1,2019-05-12 11:39:00,9.0
5937,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,483.333333333,250.0,217,False,1,2019-05-12 11:39:00,10.0
5938,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,,158.33333333299998,218,False,1,2019-05-12 11:39:00,11.0
5939,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,441.666666667,183.333333333,219,False,1,2019-05-12 11:39:00,12.0
5941,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,491.666666667,175.0,221,False,1,2019-05-12 11:39:00,1.0
5942,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,341.666666667,150.0,222,False,1,2019-05-12 11:39:00,2.0
5943,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,408.333333333,183.333333333,223,False,1,2019-05-12 11:39:00,3.0
5944,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,441.666666667,158.33333333299998,224,False,1,2019-05-12 11:39:00,4.0
5946,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,,91.6666666667,226,False,1,2019-05-12 11:39:00,1.0
5947,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,,66.6666666667,227,False,1,2019-05-12 11:39:00,2.0
5948,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,450.0,125.0,228,False,1,2019-05-12 11:39:00,3.0
5949,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,416.666666667,141.66666666700002,229,False,1,2019-05-12 11:39:00,4.0
5950,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,116.666666667,230,False,1,2019-05-12 11:39:00,5.0
5951,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,433.333333333,125.0,231,False,1,2019-05-12 11:39:00,6.0
5952,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,541.666666667,166.66666666700002,232,False,1,2019-05-12 11:39:00,7.0
5953,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,458.333333333,183.333333333,233,False,1,2019-05-12 11:39:00,8.0
5954,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,366.666666667,133.33333333299998,234,False,1,2019-05-12 11:39:00,9.0
5955,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,,141.66666666700002,235,False,1,2019-05-12 11:39:00,10.0
5956,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,458.333333333,158.33333333299998,236,False,1,2019-05-12 11:39:00,11.0
5957,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,458.333333333,116.666666667,237,False,1,2019-05-12 11:39:00,12.0
5958,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,,225.0,238,False,1,2019-05-12 11:39:00,13.0
5959,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,408.333333333,175.0,239,False,1,2019-05-12 11:39:00,14.0
5960,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,491.666666667,166.66666666700002,240,False,1,2019-05-12 11:39:00,15.0
5961,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,483.333333333,191.666666667,241,False,1,2019-05-12 11:39:00,16.0
5962,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,466.666666667,158.33333333299998,242,False,1,2019-05-12 11:39:00,17.0
5963,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,425.0,191.666666667,243,False,1,2019-05-12 11:39:00,18.0
5964,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,366.666666667,200.0,244,False,1,2019-05-12 11:39:00,19.0
5965,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,341.666666667,183.333333333,245,False,1,2019-05-12 11:39:00,20.0
5966,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,450.0,166.66666666700002,246,False,1,2019-05-12 11:39:00,21.0
5967,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,475.0,158.33333333299998,247,False,1,2019-05-12 11:39:00,22.0
5969,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,441.666666667,116.666666667,249,False,1,2019-05-12 11:39:00,1.0
5971,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,450.0,125.0,251,False,1,2019-05-12 11:39:00,1.0
5972,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,400.0,158.33333333299998,252,False,1,2019-05-12 11:39:00,2.0
5973,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,458.333333333,141.66666666700002,253,False,1,2019-05-12 11:39:00,3.0
5974,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,508.333333333,191.666666667,254,False,1,2019-05-12 11:39:00,4.0
5976,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,,225.0,256,False,1,2019-05-12 11:39:00,1.0
5977,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,450.0,183.333333333,257,False,1,2019-05-12 11:39:00,2.0
5978,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,458.333333333,150.0,258,False,1,2019-05-12 11:39:00,3.0
5979,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,425.0,150.0,259,False,1,2019-05-12 11:39:00,4.0
5980,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,425.0,150.0,260,False,1,2019-05-12 11:39:00,5.0
5981,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,475.0,116.666666667,261,False,1,2019-05-12 11:39:00,6.0
5982,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,391.666666667,125.0,262,False,1,2019-05-12 11:39:00,7.0
5983,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,,141.66666666700002,263,False,1,2019-05-12 11:39:00,8.0
5984,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,,100.0,264,False,1,2019-05-12 11:39:00,9.0
5985,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,408.333333333,166.66666666700002,265,False,1,2019-05-12 11:39:00,10.0
5986,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,475.0,216.666666667,266,False,1,2019-05-12 11:39:00,11.0
5987,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,416.666666667,158.33333333299998,267,False,1,2019-05-12 11:39:00,12.0
5988,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,550.0,150.0,268,False,1,2019-05-12 11:39:00,13.0
5989,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,433.333333333,150.0,269,False,1,2019-05-12 11:39:00,14.0
5990,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,425.0,141.66666666700002,270,False,1,2019-05-12 11:39:00,15.0
5991,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,400.0,158.33333333299998,271,False,1,2019-05-12 11:39:00,16.0
5992,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,475.0,200.0,272,False,1,2019-05-12 11:39:00,17.0
5993,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,500.0,141.66666666700002,273,False,1,2019-05-12 11:39:00,18.0
5995,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,416.666666667,191.666666667,275,False,1,2019-05-12 11:39:00,1.0
5996,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,,91.6666666667,276,False,1,2019-05-12 11:39:00,2.0
5997,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,400.0,175.0,277,False,1,2019-05-12 11:39:00,3.0
5998,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,383.333333333,166.66666666700002,278,False,1,2019-05-12 11:39:00,4.0
5999,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,100.0,279,False,1,2019-05-12 11:39:00,5.0
6000,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,483.333333333,216.666666667,280,False,1,2019-05-12 11:39:00,6.0
6004,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,475.0,108.333333333,284,False,1,2019-05-12 11:39:00,1.0
6005,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,533.333333333,100.0,285,False,1,2019-05-12 11:39:00,2.0
6006,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,408.333333333,116.666666667,286,False,1,2019-05-12 11:39:00,3.0
6008,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,475.0,200.0,288,False,1,2019-05-12 11:39:00,1.0
6009,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,441.666666667,141.66666666700002,289,False,1,2019-05-12 11:39:00,2.0
6010,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,116.666666667,290,False,1,2019-05-12 11:39:00,3.0
6012,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,591.666666667,200.0,292,False,1,2019-05-12 11:39:00,1.0
6013,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,466.666666667,125.0,293,False,1,2019-05-12 11:39:00,2.0
6014,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,516.666666667,208.333333333,294,False,1,2019-05-12 11:39:00,3.0
6016,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,,175.0,296,False,1,2019-05-12 11:39:00,1.0
6017,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,391.666666667,208.333333333,297,False,1,2019-05-12 11:39:00,2.0
6018,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,350.0,141.66666666700002,298,False,1,2019-05-12 11:39:00,3.0
6019,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,183.333333333,299,False,1,2019-05-12 11:39:00,4.0
6020,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,458.333333333,158.33333333299998,300,False,1,2019-05-12 11:39:00,5.0
6022,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,100.0,302,False,1,2019-05-12 11:39:00,1.0
6024,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,500.0,166.66666666700002,304,False,1,2019-05-12 11:39:00,1.0
6025,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,425.0,158.33333333299998,305,False,1,2019-05-12 11:39:00,2.0
6026,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,425.0,183.333333333,306,False,1,2019-05-12 11:39:00,3.0
6027,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,416.666666667,175.0,307,False,1,2019-05-12 11:39:00,4.0
6028,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,425.0,166.66666666700002,308,False,1,2019-05-12 11:39:00,5.0
6029,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,383.333333333,183.333333333,309,False,1,2019-05-12 11:39:00,6.0
6030,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,416.666666667,158.33333333299998,310,False,1,2019-05-12 11:39:00,7.0
6032,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,475.0,158.33333333299998,312,False,1,2019-05-12 11:39:00,1.0
6033,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,,233.333333333,313,False,1,2019-05-12 11:39:00,2.0
6034,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,,141.66666666700002,314,False,1,2019-05-12 11:39:00,3.0
6035,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,408.333333333,141.66666666700002,315,False,1,2019-05-12 11:39:00,4.0
6036,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,433.333333333,166.66666666700002,316,False,1,2019-05-12 11:39:00,5.0
6038,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,141.66666666700002,318,False,1,2019-05-12 11:39:00,1.0
6039,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,375.0,141.66666666700002,319,False,1,2019-05-12 11:39:00,2.0
6040,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,466.666666667,141.66666666700002,320,False,1,2019-05-12 11:39:00,3.0
6041,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,483.333333333,141.66666666700002,321,False,1,2019-05-12 11:39:00,4.0
6042,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,508.333333333,166.66666666700002,322,False,1,2019-05-12 11:39:00,5.0
6043,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,458.333333333,175.0,323,False,1,2019-05-12 11:39:00,6.0
6045,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,458.333333333,158.33333333299998,325,False,1,2019-05-12 11:39:00,1.0
6046,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,466.666666667,133.33333333299998,326,False,1,2019-05-12 11:39:00,2.0
6047,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,466.666666667,250.0,327,False,1,2019-05-12 11:39:00,3.0
6048,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,383.333333333,150.0,328,False,1,2019-05-12 11:39:00,4.0
6049,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,508.333333333,258.333333333,329,False,1,2019-05-12 11:39:00,5.0
6052,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,525.0,166.66666666700002,332,False,1,2019-05-12 11:39:00,1.0
6053,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,433.333333333,166.66666666700002,333,False,1,2019-05-12 11:39:00,2.0
6054,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,341.666666667,150.0,334,False,1,2019-05-12 11:39:00,3.0
6055,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,458.333333333,158.33333333299998,335,False,1,2019-05-12 11:39:00,4.0
6056,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,533.333333333,133.33333333299998,336,False,1,2019-05-12 11:39:00,5.0
6057,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,450.0,150.0,337,False,1,2019-05-12 11:39:00,6.0
6058,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,408.333333333,141.66666666700002,338,False,1,2019-05-12 11:39:00,7.0
6059,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,425.0,191.666666667,339,False,1,2019-05-12 11:39:00,8.0
6060,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,450.0,141.66666666700002,340,False,1,2019-05-12 11:39:00,9.0
6061,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,483.333333333,166.66666666700002,341,False,1,2019-05-12 11:39:00,10.0
6062,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,441.666666667,150.0,342,False,1,2019-05-12 11:39:00,11.0
6063,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,416.666666667,158.33333333299998,343,False,1,2019-05-12 11:39:00,12.0
6064,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,433.333333333,166.66666666700002,344,False,1,2019-05-12 11:39:00,13.0
6065,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,,50.0,345,False,1,2019-05-12 11:39:00,14.0
6066,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,483.333333333,166.66666666700002,346,False,1,2019-05-12 11:39:00,15.0
6068,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,475.0,125.0,348,False,1,2019-05-12 11:39:00,1.0
6069,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,425.0,150.0,349,False,1,2019-05-12 11:39:00,2.0
6071,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,458.333333333,116.666666667,351,False,1,2019-05-12 11:39:00,1.0
6072,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,441.666666667,183.333333333,352,False,1,2019-05-12 11:39:00,2.0
6073,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,458.333333333,141.66666666700002,353,False,1,2019-05-12 11:39:00,3.0
6074,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,533.333333333,141.66666666700002,354,False,1,2019-05-12 11:39:00,4.0
6075,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,433.333333333,125.0,355,False,1,2019-05-12 11:39:00,5.0
6076,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,366.666666667,150.0,356,False,1,2019-05-12 11:39:00,6.0
6077,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,466.666666667,150.0,357,False,1,2019-05-12 11:39:00,7.0
6079,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,508.333333333,141.66666666700002,359,False,1,2019-05-12 11:39:00,1.0
6080,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,383.333333333,116.666666667,360,False,1,2019-05-12 11:39:00,2.0
6081,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,433.333333333,158.33333333299998,361,False,1,2019-05-12 11:39:00,3.0
6082,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,483.333333333,141.66666666700002,362,False,1,2019-05-12 11:39:00,4.0
6083,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,,133.33333333299998,363,False,1,2019-05-12 11:39:00,5.0
6084,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,,116.666666667,364,False,1,2019-05-12 11:39:00,6.0
6085,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,441.666666667,175.0,365,False,1,2019-05-12 11:39:00,7.0
6086,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,425.0,166.66666666700002,366,False,1,2019-05-12 11:39:00,8.0
6087,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,66.6666666667,367,False,1,2019-05-12 11:39:00,9.0
6090,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,441.666666667,141.66666666700002,370,False,1,2019-05-12 11:39:00,1.0
6091,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,433.333333333,191.666666667,371,False,1,2019-05-12 11:39:00,2.0
6092,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,416.666666667,133.33333333299998,372,False,1,2019-05-12 11:39:00,3.0
6093,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,441.666666667,216.666666667,373,False,1,2019-05-12 11:39:00,4.0
6094,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,391.666666667,141.66666666700002,374,False,1,2019-05-12 11:39:00,5.0
6095,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,500.0,125.0,375,False,1,2019-05-12 11:39:00,6.0
6096,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,400.0,125.0,376,False,1,2019-05-12 11:39:00,7.0
6097,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,458.333333333,183.333333333,377,False,1,2019-05-12 11:39:00,8.0
6098,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,433.333333333,175.0,378,False,1,2019-05-12 11:39:00,9.0
6099,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,458.333333333,83.3333333333,379,False,1,2019-05-12 11:39:00,10.0
6100,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,375.0,141.66666666700002,380,False,1,2019-05-12 11:39:00,11.0
6101,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,,150.0,381,False,1,2019-05-12 11:39:00,12.0
6103,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,,175.0,383,False,1,2019-05-12 11:39:00,1.0
6104,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,458.333333333,150.0,384,False,1,2019-05-12 11:39:00,2.0
6105,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,,183.333333333,385,False,1,2019-05-12 11:39:00,3.0
6107,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,,225.0,387,False,1,2019-05-12 11:39:00,1.0
6109,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,408.333333333,125.0,389,False,1,2019-05-12 11:39:00,1.0
6110,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,566.666666667,166.66666666700002,390,False,1,2019-05-12 11:39:00,2.0
6111,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,441.666666667,175.0,391,False,1,2019-05-12 11:39:00,3.0
6112,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,458.333333333,166.66666666700002,392,False,1,2019-05-12 11:39:00,4.0
6113,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,458.333333333,250.0,393,False,1,2019-05-12 11:39:00,5.0
6114,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,400.0,158.33333333299998,394,False,1,2019-05-12 11:39:00,6.0
6115,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,441.666666667,175.0,395,False,1,2019-05-12 11:39:00,7.0
6116,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,433.333333333,166.66666666700002,396,False,1,2019-05-12 11:39:00,8.0
6117,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,408.333333333,141.66666666700002,397,False,1,2019-05-12 11:39:00,9.0
6118,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,400.0,191.666666667,398,False,1,2019-05-12 11:39:00,10.0
6119,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,400.0,158.33333333299998,399,False,1,2019-05-12 11:39:00,11.0
6120,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,475.0,158.33333333299998,400,False,1,2019-05-12 11:39:00,12.0
6121,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,408.333333333,125.0,401,False,1,2019-05-12 11:39:00,13.0
6122,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,,266.666666667,402,False,1,2019-05-12 11:39:00,14.0
6123,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,,175.0,403,False,1,2019-05-12 11:39:00,15.0
6125,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,400.0,133.33333333299998,405,False,1,2019-05-12 11:39:00,1.0
6127,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,400.0,150.0,407,False,1,2019-05-12 11:39:00,1.0
6128,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,483.333333333,241.666666667,408,False,1,2019-05-12 11:39:00,2.0
6129,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,450.0,150.0,409,False,1,2019-05-12 11:39:00,3.0
6130,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,500.0,175.0,410,False,1,2019-05-12 11:39:00,4.0
6131,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,408.333333333,166.66666666700002,411,False,1,2019-05-12 11:39:00,5.0
6132,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,491.666666667,216.666666667,412,False,1,2019-05-12 11:39:00,6.0
6133,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,2.0,383.333333333,150.0,413,False,1,2019-05-12 11:39:00,7.0
6134,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,475.0,408.333333333,414,False,1,2019-05-12 11:39:00,8.0
6135,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,3.0,425.0,358.33333333300004,415,False,1,2019-05-12 11:39:00,9.0
6136,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,3.0,450.0,166.66666666700002,416,False,1,2019-05-12 11:39:00,10.0
6137,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,475.0,258.333333333,417,False,1,2019-05-12 11:39:00,11.0
6138,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,425.0,241.666666667,418,False,1,2019-05-12 11:39:00,12.0
6139,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,433.333333333,191.666666667,419,False,1,2019-05-12 11:39:00,13.0
6140,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,533.333333333,216.666666667,420,False,1,2019-05-12 11:39:00,14.0
6141,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,416.666666667,175.0,421,False,1,2019-05-12 11:39:00,15.0
6142,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,375.0,175.0,422,False,1,2019-05-12 11:39:00,16.0
6145,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,483.333333333,225.0,425,False,1,2019-05-12 11:39:00,1.0
6146,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,516.666666667,175.0,426,False,1,2019-05-12 11:39:00,2.0
6148,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,491.666666667,166.66666666700002,428,False,1,2019-05-12 11:39:00,1.0
6150,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,141.66666666700002,430,False,1,2019-05-12 11:39:00,1.0
6151,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,450.0,141.66666666700002,431,False,1,2019-05-12 11:39:00,2.0
6152,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,0.0,500.0,175.0,432,False,1,2019-05-12 11:39:00,3.0
6154,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,458.333333333,225.0,434,False,1,2019-05-12 11:39:00,1.0
6155,CONTROL FEEDBACK,5,20:2019_May_12_1139,1,1.0,416.666666667,116.666666667,435,False,1,2019-05-12 11:39:00,2.0
6156,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,2.0,408.333333333,200.0,436,False,1,2019-05-12 11:39:00,3.0
6157,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,466.666666667,266.666666667,437,False,1,2019-05-12 11:39:00,4.0
6158,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,1.0,516.666666667,133.33333333299998,438,False,1,2019-05-12 11:39:00,5.0
6159,CONTROL FEEDBACK,5,20:2019_May_12_1139,0,0.0,,158.33333333299998,439,False,1,2019-05-12 11:39:00,6.0
6162,CONTROL FEEDBACK,10,21:2019_May_12_1211,0,,408.333333333,83.3333333333,2,False,1,2019-05-12 12:11:00,
6163,CONTROL FEEDBACK,10,21:2019_May_12_1211,0,0.0,350.0,75.0,3,False,1,2019-05-12 12:11:00,
6164,CONTROL FEEDBACK,10,21:2019_May_12_1211,0,0.0,391.666666667,25.0,4,False,1,2019-05-12 12:11:00,
6165,CONTROL FEEDBACK,10,21:2019_May_12_1211,0,0.0,300.0,66.6666666667,5,False,1,2019-05-12 12:11:00,
6166,CONTROL FEEDBACK,10,21:2019_May_12_1211,0,0.0,358.33333333300004,50.0,6,False,1,2019-05-12 12:11:00,
6168,CONTROL FEEDBACK,10,21:2019_May_12_1211,0,0.0,,83.3333333333,8,False,1,2019-05-12 12:11:00,1.0
