,unique_participant,patch_length,feedback,prior_0_context_0,prior_0_context_1,prior_0_context_2,prior_0_context_3,prior_1_context_0,prior_1_context_1,prior_1_context_2,prior_1_context_3
0,10:2019_May_06_1648,5 Trials,CONTROL FEEDBACK,386.6279069767442,404.0909090909092,385.11904761902383,398.76543209874075,387.08333333335,369.0789473684738,381.1111111110334,388.9705882353235
1,11:2019_May_07_1021,10 Trials,CONTROL FEEDBACK,435.8208955223581,413.131313131212,431.11111111120005,463.0208333333125,416.24999999995,432.5396825396666,430.04385964910523,421.59863945581634
2,11:2019_May_13_1217,10 Trials,CONTROL FEEDBACK,442.80575539571225,463.0630630631082,459.7222222223,484.1269841269523,444.0476190477619,452.9761904761785,456.0606060605757,459.5833333333
3,12:2019_May_07_1027,5 Trials,CONTROL FEEDBACK,442.36947791159054,442.0512820512922,446.62698412699996,460.6060606061362,423.8425925925556,458.08823529414707,445.4301075268709,429.5454545454091
4,13:2019_May_07_1459,10 Trials,CONTROL FEEDBACK,392.9710144927392,396.37681159421743,391.96428571424985,412.500000000077,400.0000000001,391.9871794871923,402.9513888888125,394.2090395480508
5,14:2019_May_07_1555,5 Trials,CONTROL FEEDBACK,430.79268292680496,418.36419753088876,434.57446808510633,451.8939393938637,406.7982456141316,413.88888888888886,394.54022988510343,387.2549019607059
6,15:2019_May_07_1620,10 Trials,CONTROL FEEDBACK,480.8457711442464,498.09523809528577,502.0833333333124,480.55555555555554,463.33333333334997,452.5641025641155,456.25000000004985,472.756410256423
7,16:2019_May_07_1628,5 Trials,CONTROL FEEDBACK,505.6547619047621,489.8692810458039,489.5833333333126,496.1538461538461,501.45833333332496,486.84210526313154,489.9509803921471,477.38095238097145
8,17:2019_May_07_1649,10 Trials,CONTROL FEEDBACK,436.53381642513045,429.7979797979091,424.9999999999333,437.9166666666,434.5833333333,428.33333333316,427.6315789473684,415.0709219858297
9,18:2019_May_07_1708,5 Trials,CONTROL FEEDBACK,442.77777777777345,461.15384615384625,459.9637681158913,449.63768115943475,444.52380952388575,446.8468468468107,449.074074074111,435.4166666666
10,19:2019_May_07_1726,10 Trials,CONTROL FEEDBACK,401.1363636363818,380.459770114862,372.0238095237857,408.3333333333044,370.45454545440913,364.00000000003996,372.09302325586054,368.8131313131365
