,unique_participant,patch_length,feedback,prior_0_context_0,prior_0_context_1,prior_0_context_2,prior_0_context_3,prior_1_context_0,prior_1_context_1,prior_1_context_2,prior_1_context_3
0,100:2020-12-02_14h17.23.885,5 Trials,CONTROL FEEDBACK,474.2773529411765,473.13630000000006,521.5092727272728,513.1348936170212,510.84307692307715,491.93783018867913,508.0053,506.8009166666667
1,102:2020-12-03_13h59.20.226,5 Trials,CONTROL FEEDBACK,511.38546296296295,528.2702222222221,538.5392391304347,535.4938999999998,527.2111111111109,526.6553636363636,512.5220833333334,517.5374444444444
2,105:2020-12-10_14h23.12.603,5 Trials,CONTROL FEEDBACK,457.3596,473.03771739130445,461.9749056603774,454.37794117647053,463.86600000000016,453.5182291666666,458.2771000000001,449.67291666666665
3,106:2020-12-10_15h05.21.433,5 Trials,CONTROL FEEDBACK,387.4640789473685,414.5969767441862,418.43244897959164,382.87116279069767,420.7227777777778,379.792450980392,391.6950980392156,396.3379787234044
4,10:2020-10-08_17h21.02.840,10 Trials,CONTROL FEEDBACK,440.67647540983654,462.69625,436.26666666666665,426.3772,455.332962962963,443.85900000000004,435.2983333333334,433.0768840579712
5,11:2020-10-08_16h17.54.670,10 Trials,CONTROL FEEDBACK,788.4361240310076,849.4142000000002,824.1648214285715,796.2073913043477,719.2426923076922,746.0201999999999,737.2584782608695,746.1878928571429
6,12:2020-10-08_17h58.30.309,5 Trials,CONTROL FEEDBACK,411.67589285714286,403.1919607843137,402.45509803921567,404.2332692307692,405.2524038461539,406.4649038461539,407.99399999999986,408.3698550724638
7,13:2020-10-15_12h18.14.313,5 Trials,CONTROL FEEDBACK,399.51516393442614,392.9545744680851,396.02445454545455,385.1980769230768,373.3664102564102,392.8408181818181,393.6222222222222,384.4437254901962
8,14:2020-10-15_13h08.51.393,10 Trials,CONTROL FEEDBACK,412.29414062500007,410.53065217391304,411.2432,401.28589285714287,406.2777586206896,412.69433333333325,407.38416666666666,410.5101712328768
9,16:2020-10-20_16h38.24.377,10 Trials,CONTROL FEEDBACK,429.90833333333336,411.7693750000001,416.0449999999999,446.980652173913,408.94888888888886,415.95956521739134,410.03241379310344,410.0822222222222
10,17:2020-10-20_17h21.05.222,10 Trials,CONTROL FEEDBACK,399.25531914893617,422.92,388.0740740740741,398.23333333333335,400.3333333333333,397.7142857142857,385.81481481481484,399.57142857142856
11,18:2020-10-20_18h03.22.585,5 Trials,CONTROL FEEDBACK,340.5604716981132,335.1857142857143,340.1627966101695,326.6010869565217,336.5358490566038,347.0016981132076,342.2120909090909,336.3927777777778
12,19:2020-10-22_12h47.00.135,5 Trials,CONTROL FEEDBACK,510.93395161290346,496.5219000000002,515.8427049180328,508.0268367346941,513.6967021276596,514.7364545454545,505.7317777777778,500.695350877193
13,1:2020-10-01_12h07.35.084,5 Trials,CONTROL FEEDBACK,443.14721311475415,437.86130000000014,459.91154545454543,449.8721739130435,451.10127272727283,434.3180555555557,452.1290816326531,458.8243859649124
14,20:2020-10-22_13h33.01.867,5 Trials,CONTROL FEEDBACK,559.5624999999999,566.0801754385965,574.1102777777779,575.8207843137255,555.9671296296294,551.5008,572.9124038461539,545.4751562499999
15,21:2020-10-22_15h37.18.555,5 Trials,CONTROL FEEDBACK,419.9990909090908,425.97749999999996,443.55909090909097,444.1991111111111,424.6678205128206,443.27206521739123,457.508404255319,434.4220833333333
16,22:2020-10-27_12h40.56.948,5 Trials,CONTROL FEEDBACK,565.6235087719297,581.9759574468085,578.0487755102043,558.9233,558.5889423076924,552.9825000000002,613.7886666666666,553.7275892857142
17,23:2020-10-27_13h37.14.646,5 Trials,CONTROL FEEDBACK,519.4832999999999,512.6621276595744,505.5233000000002,509.1842708333335,541.2371875,522.4240000000001,520.1572916666668,505.7978703703705
18,24:2020-10-29_12h06.58.628,10 Trials,CONTROL FEEDBACK,531.0927499999999,501.57395833333334,536.6153571428571,501.4125000000001,584.3006521739129,533.8219642857143,520.1437999999999,525.558111111111
19,25:2020-10-29_13h03.35.527,10 Trials,CONTROL FEEDBACK,429.7323076923078,419.66833333333335,488.35173913043485,420.06729166666673,405.2238636363636,436.4984000000001,400.7270588235293,406.5774999999999
20,26:2020-10-29_14h07.25.406,10 Trials,CONTROL FEEDBACK,383.08154545454545,382.61519999999996,389.5793478260869,373.34260869565225,403.79347826086956,363.3265217391304,397.4827083333333,377.13293814432996
21,27:2020-10-29_15h03.35.042,10 Trials,CONTROL FEEDBACK,498.0066783216784,486.4660000000001,521.4918965517242,487.12129629629624,516.2211290322581,494.09349999999995,479.2847916666667,490.39941605839397
22,28:2020-10-29_07h04.15.462,10 Trials,CONTROL FEEDBACK,460.59936507936493,468.9008000000001,447.0786842105264,449.6361363636363,439.3906818181818,422.3246153846154,425.26145833333334,442.43453781512585
23,29:2020-10-29_17h14.36.014,10 Trials,CONTROL FEEDBACK,414.3884297520661,422.741935483871,426.76666666666665,421.25,401.0,453.3076923076923,412.4166666666667,416.0762711864407
24,2:2020-10-01_13h07.53.086,10 Trials,CONTROL FEEDBACK,470.7321370967742,458.5144230769231,462.07203703703715,485.8351724137932,470.614393939394,463.8487931034483,450.80958333333325,471.7706504065043
25,30:2020-11-01_11h08.10.724,10 Trials,CONTROL FEEDBACK,417.47484615384616,414.88136363636363,425.6085416666667,442.9914285714286,446.28916666666663,400.704,418.71062499999994,403.0633189655174
26,31:2020-11-01_12h03.22.246,5 Trials,CONTROL FEEDBACK,445.32034246575336,432.3656862745099,446.0150892857143,441.60535714285703,466.58799999999997,445.53044642857145,449.8611000000001,440.435895522388
27,32:2020-11-02_12h05.36.107,10 Trials,CONTROL FEEDBACK,580.2398561151077,574.3234615384615,566.7663793103449,565.6639583333334,561.5357407407405,550.170806451613,555.1225,552.6197552447553
28,33:2020-11-02_14h59.44.991,5 Trials,CONTROL FEEDBACK,480.96363636363634,469.67391304347825,468.60377358490564,486.0192307692308,476.14814814814815,464.3703703703704,484.3404255319149,477.17808219178085
29,34:2020-11-03_12h03.29.982,5 Trials,CONTROL FEEDBACK,411.23436363636364,429.3613265306122,424.27114035087715,410.8861956521739,406.4339795918367,400.5837499999999,404.8506382978723,395.7795192307692
30,35:2020-11-03_13h01.48.728,10 Trials,CONTROL FEEDBACK,453.06088028169023,496.7576000000001,484.68386363636364,461.3524,468.2087931034482,455.5799999999999,464.26800000000003,454.66895833333325
31,36:2020-11-03_14h03.37.817,5 Trials,CONTROL FEEDBACK,549.9788524590163,514.0320212765961,554.5681372549019,573.5070408163265,560.0823999999998,536.1386607142857,554.8215740740741,545.7197727272727
32,37:2020-11-03_15h04.41.504,5 Trials,CONTROL FEEDBACK,447.85350877192985,444.5411458333335,451.166272727273,429.4318867924528,441.48571428571444,448.84796296296304,446.19031250000006,442.9037962962964
33,38:2020-11-03_16h10.22.512,10 Trials,CONTROL FEEDBACK,493.35787313432826,494.29571428571415,492.2780769230769,492.1491379310344,486.82152173913056,492.16946428571435,522.3134615384615,480.70434615384613
34,39:2020-11-04_10h03.08.976,10 Trials,CONTROL FEEDBACK,412.1090000000003,410.96344827586216,425.75499999999994,428.17474999999996,413.9384615384615,406.787,397.3606,396.6459302325582
35,40:2020-11-04_11h07.33.146,5 Trials,CONTROL FEEDBACK,356.197638888889,356.6371951219513,367.28780701754386,353.455,364.39775,375.95576923076925,365.8923076923078,348.48985294117654
36,41:2020-11-04_12h02.06.099,10 Trials,CONTROL FEEDBACK,445.71154209345804,459.1772000000001,454.91017864285715,434.2836362727272,444.9403703333334,446.5416072499999,444.04833333333335,437.73404163333345
37,42:2020-11-04_13h06.57.696,10 Trials,CONTROL FEEDBACK,427.9889393939393,422.5712500000001,409.9288461538462,406.62500000000006,459.23019230769233,412.4325,394.10714285714295,399.38216911764687
38,43:2020-11-05_12h43.55.894,10 Trials,CONTROL FEEDBACK,477.75079861111095,457.66666666666674,441.7207407407407,469.45537037037053,476.55089285714297,476.2323214285714,457.3281999999999,477.64631782945736
39,44:2020-11-05_13h33.30.848,10 Trials,CONTROL FEEDBACK,467.2372058823528,461.62227272727273,448.7276086956522,446.07520833333325,467.91142857142853,453.0761111111111,454.5434,440.59682692307683
40,45:2020-11-05_14h47.25.847,10 Trials,CONTROL FEEDBACK,424.6741509433962,422.2029166666667,412.5103846153846,427.4144827586207,426.4816129032259,413.3594444444444,434.8929166666667,421.93776119403003
