,feedback,patch_length,unique_participant,prior,context,RT,RL,trial_num,probed_trial,feedback_manipulation_type,date,trials_since_last_probe
6526,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,341.28955,,367.0,False,0,2018-05-14 11:28:00,8.0
6527,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,499.68604,,368.0,False,0,2018-05-14 11:28:00,9.0
6531,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,3.0,349.65344,,372.0,False,0,2018-05-14 11:28:00,2.0
6532,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,2.0,391.42078,,373.0,False,0,2018-05-14 11:28:00,3.0
6533,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,1.0,366.31418,,374.0,False,0,2018-05-14 11:28:00,4.0
6534,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,374.62338,,375.0,False,0,2018-05-14 11:28:00,5.0
6535,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,458.01547,,376.0,False,0,2018-05-14 11:28:00,6.0
6536,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,349.64758,,377.0,False,0,2018-05-14 11:28:00,7.0
6537,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,307.95602,,378.0,False,0,2018-05-14 11:28:00,8.0
6538,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,349.56473,,379.0,False,0,2018-05-14 11:28:00,9.0
6539,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,441.34393,,380.0,False,0,2018-05-14 11:28:00,10.0
6540,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,382.49725,,381.0,False,0,2018-05-14 11:28:00,11.0
6541,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,0.0,366.31204,,382.0,False,0,2018-05-14 11:28:00,12.0
6544,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,2.0,358.02014,,385.0,False,0,2018-05-14 11:28:00,2.0
6545,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,399.6069,,386.0,False,0,2018-05-14 11:28:00,3.0
6550,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,424.24384,,391.0,False,0,2018-05-14 11:28:00,2.0
6551,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,3.0,357.91473,,392.0,False,0,2018-05-14 11:28:00,3.0
6552,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,2.0,407.98813,,393.0,False,0,2018-05-14 11:28:00,4.0
6553,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,1.0,333.03848,,394.0,False,0,2018-05-14 11:28:00,5.0
6554,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,357.99759,,395.0,False,0,2018-05-14 11:28:00,6.0
6555,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,441.34393,,396.0,False,0,2018-05-14 11:28:00,7.0
6556,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,424.65845,,397.0,False,0,2018-05-14 11:28:00,8.0
6557,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,374.58102,,398.0,False,0,2018-05-14 11:28:00,9.0
6558,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,374.73962,,399.0,False,0,2018-05-14 11:28:00,10.0
6559,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,341.19461,,400.0,False,0,2018-05-14 11:28:00,11.0
6560,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,382.37482,,401.0,False,0,2018-05-14 11:28:00,12.0
6561,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,0.0,366.32162,,402.0,False,0,2018-05-14 11:28:00,13.0
6562,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,1.0,333.04404,,403.0,False,0,2018-05-14 11:28:00,14.0
6563,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,2.0,374.64346,,404.0,False,0,2018-05-14 11:28:00,15.0
6568,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,357.94254,,409.0,False,0,2018-05-14 11:28:00,2.0
6569,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,424.61981,,410.0,False,0,2018-05-14 11:28:00,3.0
6570,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,374.39304,,411.0,False,0,2018-05-14 11:28:00,4.0
6571,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,3.0,383.06149,,412.0,False,0,2018-05-14 11:28:00,5.0
6572,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,2.0,357.83618,,413.0,False,0,2018-05-14 11:28:00,6.0
6573,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,1.0,416.36102,,414.0,False,0,2018-05-14 11:28:00,7.0
6574,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,366.19733,,415.0,False,0,2018-05-14 11:28:00,8.0
6575,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,457.99445,,416.0,False,0,2018-05-14 11:28:00,9.0
6576,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,341.33777,,417.0,False,0,2018-05-14 11:28:00,10.0
6577,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,424.65411,,418.0,False,0,2018-05-14 11:28:00,11.0
6578,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,399.65082,,419.0,False,0,2018-05-14 11:28:00,12.0
6579,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,516.26514,,420.0,False,0,2018-05-14 11:28:00,13.0
6580,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,324.08652,,421.0,False,0,2018-05-14 11:28:00,14.0
6581,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,0.0,383.03336,,422.0,False,0,2018-05-14 11:28:00,15.0
6582,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,1.0,341.3356,,423.0,False,0,2018-05-14 11:28:00,16.0
6586,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,1.0,3.0,,,427.0,False,0,2018-05-14 11:28:00,2.0
6591,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,3.0,357.99356,,432.0,False,0,2018-05-14 11:28:00,2.0
6592,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,2.0,391.37964,,433.0,False,0,2018-05-14 11:28:00,3.0
6595,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,307.92325,,436.0,False,0,2018-05-14 11:28:00,2.0
6596,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,341.3053,,437.0,False,0,2018-05-14 11:28:00,3.0
6597,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,391.24268,,438.0,False,0,2018-05-14 11:28:00,4.0
6598,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,482.96625,,439.0,False,0,2018-05-14 11:28:00,5.0
6599,CONTROL FEEDBACK,10.0,115:2018_May_14_1128,0.0,0.0,399.72934,,440.0,False,0,2018-05-14 11:28:00,6.0
6601,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,,508.01654,,2.0,False,0,2018-05-14 12:25:00,
6602,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,,474.70224,,3.0,False,0,2018-05-14 12:25:00,
6603,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,,524.67572,,4.0,False,0,2018-05-14 12:25:00,
6604,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,399.69211,,5.0,False,0,2018-05-14 12:25:00,
6605,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,416.07828,,6.0,False,0,2018-05-14 12:25:00,
6606,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,483.09119,,7.0,False,0,2018-05-14 12:25:00,6.0
6609,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,358.04608,,10.0,False,0,2018-05-14 12:25:00,2.0
6610,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,457.42194,,11.0,False,0,2018-05-14 12:25:00,3.0
6611,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,341.3526,,12.0,False,0,2018-05-14 12:25:00,4.0
6612,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,466.36584,,13.0,False,0,2018-05-14 12:25:00,5.0
6613,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,299.7081,,14.0,False,0,2018-05-14 12:25:00,6.0
6617,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,374.66876,,18.0,False,0,2018-05-14 12:25:00,2.0
6618,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,391.45529,,19.0,False,0,2018-05-14 12:25:00,3.0
6619,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,399.77188,,20.0,False,0,2018-05-14 12:25:00,4.0
6620,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,365.75235,,21.0,False,0,2018-05-14 12:25:00,5.0
6621,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,382.95566,,22.0,False,0,2018-05-14 12:25:00,6.0
6622,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,366.36856,,23.0,False,0,2018-05-14 12:25:00,7.0
6625,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,407.51898,,26.0,False,0,2018-05-14 12:25:00,2.0
6626,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,391.34985,,27.0,False,0,2018-05-14 12:25:00,3.0
6627,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,374.6539,,28.0,False,0,2018-05-14 12:25:00,4.0
6628,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,407.94843,,29.0,False,0,2018-05-14 12:25:00,5.0
6629,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,341.26294,,30.0,False,0,2018-05-14 12:25:00,6.0
6630,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,482.42892,,31.0,False,0,2018-05-14 12:25:00,7.0
6631,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,416.35684,,32.0,False,0,2018-05-14 12:25:00,8.0
6632,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,399.76849,,33.0,False,0,2018-05-14 12:25:00,9.0
6633,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,433.03519,,34.0,False,0,2018-05-14 12:25:00,10.0
6636,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,374.74173,,37.0,False,0,2018-05-14 12:25:00,2.0
6637,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,474.70099,,38.0,False,0,2018-05-14 12:25:00,3.0
6638,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,333.01776,,39.0,False,0,2018-05-14 12:25:00,4.0
6639,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,408.00934,,40.0,False,0,2018-05-14 12:25:00,5.0
6640,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,424.16269,,41.0,False,0,2018-05-14 12:25:00,6.0
6641,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,349.65497,,42.0,False,0,2018-05-14 12:25:00,7.0
6642,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,374.76028,,43.0,False,0,2018-05-14 12:25:00,8.0
6643,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,391.32297,,44.0,False,0,2018-05-14 12:25:00,9.0
6644,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,399.64545,,45.0,False,0,2018-05-14 12:25:00,10.0
6651,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,424.74207,,52.0,False,0,2018-05-14 12:25:00,2.0
6652,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,407.76816,,53.0,False,0,2018-05-14 12:25:00,3.0
6653,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,324.6384,,54.0,False,0,2018-05-14 12:25:00,4.0
6654,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,458.0239,,55.0,False,0,2018-05-14 12:25:00,5.0
6655,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,374.51385,,56.0,False,0,2018-05-14 12:25:00,6.0
6656,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,407.96945,,57.0,False,0,2018-05-14 12:25:00,7.0
6657,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,374.57632,,58.0,False,0,2018-05-14 12:25:00,8.0
6658,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,374.76614,,59.0,False,0,2018-05-14 12:25:00,9.0
6659,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,416.34726,,60.0,False,0,2018-05-14 12:25:00,10.0
6660,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,373.9938,,61.0,False,0,2018-05-14 12:25:00,11.0
6663,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,474.6976,,64.0,False,0,2018-05-14 12:25:00,14.0
6664,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,391.28555,,65.0,False,0,2018-05-14 12:25:00,15.0
6667,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,424.72104,,68.0,False,0,2018-05-14 12:25:00,2.0
6668,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,383.02182,,69.0,False,0,2018-05-14 12:25:00,3.0
6669,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,441.42999,,70.0,False,0,2018-05-14 12:25:00,4.0
6670,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,407.45898,,71.0,False,0,2018-05-14 12:25:00,5.0
6673,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,391.28217,,74.0,False,0,2018-05-14 12:25:00,8.0
6674,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,391.38046,,75.0,False,0,2018-05-14 12:25:00,9.0
6675,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,441.1109,,76.0,False,0,2018-05-14 12:25:00,10.0
6678,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,416.3652,,79.0,False,0,2018-05-14 12:25:00,2.0
6681,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,399.70108,,82.0,False,0,2018-05-14 12:25:00,2.0
6682,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,408.02942,,83.0,False,0,2018-05-14 12:25:00,3.0
6683,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,332.8941,,84.0,False,0,2018-05-14 12:25:00,4.0
6684,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,541.35126,,85.0,False,0,2018-05-14 12:25:00,5.0
6685,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,307.80365,,86.0,False,0,2018-05-14 12:25:00,6.0
6686,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,432.92728,,87.0,False,0,2018-05-14 12:25:00,7.0
6687,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,441.36322,,88.0,False,0,2018-05-14 12:25:00,8.0
6688,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,366.40564,,89.0,False,0,2018-05-14 12:25:00,9.0
6691,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,499.74786,,92.0,False,0,2018-05-14 12:25:00,2.0
6692,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,308.10541,,93.0,False,0,2018-05-14 12:25:00,3.0
6693,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,424.80176,,94.0,False,0,2018-05-14 12:25:00,4.0
6694,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,432.99002,,95.0,False,0,2018-05-14 12:25:00,5.0
6695,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,441.15451,,96.0,False,0,2018-05-14 12:25:00,6.0
6696,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,441.41483,,97.0,False,0,2018-05-14 12:25:00,7.0
6697,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,391.25031,,98.0,False,0,2018-05-14 12:25:00,8.0
6698,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,299.61813,,99.0,False,0,2018-05-14 12:25:00,9.0
6699,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,416.36673,,100.0,False,0,2018-05-14 12:25:00,10.0
6702,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,391.3573,,103.0,False,0,2018-05-14 12:25:00,2.0
6703,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,433.05774,,104.0,False,0,2018-05-14 12:25:00,3.0
6707,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,424.75012,,108.0,False,0,2018-05-14 12:25:00,2.0
6708,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,391.3511,,109.0,False,0,2018-05-14 12:25:00,3.0
6709,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,416.36179,,110.0,False,0,2018-05-14 12:25:00,4.0
6710,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,440.68488,,111.0,False,0,2018-05-14 12:25:00,5.0
6711,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,366.10977,,112.0,False,0,2018-05-14 12:25:00,6.0
6712,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,374.70215,,113.0,False,0,2018-05-14 12:25:00,7.0
6713,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,466.23166,,114.0,False,0,2018-05-14 12:25:00,8.0
6718,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,391.34616,,119.0,False,0,2018-05-14 12:25:00,2.0
6719,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,349.72516,,120.0,False,0,2018-05-14 12:25:00,3.0
6720,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,365.70999,,121.0,False,0,2018-05-14 12:25:00,4.0
6721,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,391.3916,,122.0,False,0,2018-05-14 12:25:00,5.0
6722,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,291.32626,,123.0,False,0,2018-05-14 12:25:00,6.0
6723,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,374.64371,,124.0,False,0,2018-05-14 12:25:00,7.0
6724,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,416.32932,,125.0,False,0,2018-05-14 12:25:00,8.0
6725,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,332.75497,,126.0,False,0,2018-05-14 12:25:00,9.0
6726,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,433.05219,,127.0,False,0,2018-05-14 12:25:00,10.0
6727,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,416.35159,,128.0,False,0,2018-05-14 12:25:00,11.0
6728,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,399.73294,,129.0,False,0,2018-05-14 12:25:00,12.0
6729,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,332.94821,,130.0,False,0,2018-05-14 12:25:00,13.0
6730,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,440.76248,,131.0,False,0,2018-05-14 12:25:00,14.0
6731,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,366.34567,,132.0,False,0,2018-05-14 12:25:00,15.0
6732,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,358.03836,,133.0,False,0,2018-05-14 12:25:00,16.0
6733,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,408.00192,,134.0,False,0,2018-05-14 12:25:00,17.0
6734,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,391.35266,,135.0,False,0,2018-05-14 12:25:00,18.0
6735,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,399.36902,,136.0,False,0,2018-05-14 12:25:00,19.0
6736,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,491.32214,,137.0,False,0,2018-05-14 12:25:00,20.0
6737,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,424.77887,,138.0,False,0,2018-05-14 12:25:00,21.0
6738,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,416.3822,,139.0,False,0,2018-05-14 12:25:00,22.0
6739,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,441.38763,,140.0,False,0,2018-05-14 12:25:00,23.0
6740,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,299.13828,,141.0,False,0,2018-05-14 12:25:00,24.0
6741,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,399.71222,,142.0,False,0,2018-05-14 12:25:00,25.0
6746,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,399.69458,,147.0,False,0,2018-05-14 12:25:00,2.0
6747,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,341.28271,,148.0,False,0,2018-05-14 12:25:00,3.0
6748,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,349.74649,,149.0,False,0,2018-05-14 12:25:00,4.0
6749,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,441.37247,,150.0,False,0,2018-05-14 12:25:00,5.0
6755,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,474.38284,,156.0,False,0,2018-05-14 12:25:00,2.0
6756,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,483.03552,,157.0,False,0,2018-05-14 12:25:00,3.0
6757,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,424.65735,,158.0,False,0,2018-05-14 12:25:00,4.0
6760,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,374.03711,,161.0,False,0,2018-05-14 12:25:00,2.0
6761,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,391.45251,,162.0,False,0,2018-05-14 12:25:00,3.0
6762,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,374.61218,,163.0,False,0,2018-05-14 12:25:00,4.0
6763,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,474.70718,,164.0,False,0,2018-05-14 12:25:00,5.0
6764,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,507.99985,,165.0,False,0,2018-05-14 12:25:00,6.0
6765,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,399.33533,,166.0,False,0,2018-05-14 12:25:00,7.0
6766,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,432.87625,,167.0,False,0,2018-05-14 12:25:00,8.0
6767,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,366.35712,,168.0,False,0,2018-05-14 12:25:00,9.0
6772,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,349.612,,173.0,False,0,2018-05-14 12:25:00,2.0
6773,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,474.62308,,174.0,False,0,2018-05-14 12:25:00,3.0
6774,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,424.77731,,175.0,False,0,2018-05-14 12:25:00,4.0
6777,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,683.0224,,178.0,False,0,2018-05-14 12:25:00,2.0
6778,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,374.69659,,179.0,False,0,2018-05-14 12:25:00,3.0
6779,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,399.67606,,180.0,False,0,2018-05-14 12:25:00,4.0
6780,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,432.50864,,181.0,False,0,2018-05-14 12:25:00,5.0
6781,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,374.73431,,182.0,False,0,2018-05-14 12:25:00,6.0
6784,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,382.93774,,185.0,False,0,2018-05-14 12:25:00,2.0
6785,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,674.46869,,186.0,False,0,2018-05-14 12:25:00,3.0
6786,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,474.67441,,187.0,False,0,2018-05-14 12:25:00,4.0
6787,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,408.12064,,188.0,False,0,2018-05-14 12:25:00,5.0
6788,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,2.0,324.67303,,189.0,False,0,2018-05-14 12:25:00,6.0
6789,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,366.32373,,190.0,False,0,2018-05-14 12:25:00,7.0
6790,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,3.0,340.70364,,191.0,False,0,2018-05-14 12:25:00,8.0
6791,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,3.0,466.41223,,192.0,False,0,2018-05-14 12:25:00,9.0
6792,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,382.93124,,193.0,False,0,2018-05-14 12:25:00,10.0
6793,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,341.26047,,194.0,False,0,2018-05-14 12:25:00,11.0
6794,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,324.67242,,195.0,False,0,2018-05-14 12:25:00,12.0
6795,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,0.0,449.30972,,196.0,False,0,2018-05-14 12:25:00,13.0
6804,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,1.0,424.77176,,205.0,False,0,2018-05-14 12:25:00,2.0
6809,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,0.0,424.70929,,210.0,False,0,2018-05-14 12:25:00,2.0
6810,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,1.0,1.0,340.77631,,211.0,False,0,2018-05-14 12:25:00,3.0
6811,CONTROL FEEDBACK,5.0,116:2018_May_14_1225,0.0,2.0,341.2756,,212.0,False,0,2018-05-14 12:25:00,4.0
