,feedback,patch_length,unique_participant,prior,context,RT,RL,trial_num,probed_trial,feedback_manipulation_type,date,trials_since_last_probe
1,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,,424.4389,,2.0,False,0,2018-05-03 10:09:00,
2,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,,391.11853,,3.0,False,0,2018-05-03 10:09:00,
3,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,,407.72379,,4.0,False,0,2018-05-03 10:09:00,
4,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,366.14288,,5.0,False,0,2018-05-03 10:09:00,
5,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,382.88245,,6.0,False,0,2018-05-03 10:09:00,
6,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,374.59024,,7.0,False,0,2018-05-03 10:09:00,6.0
9,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,366.26694,,10.0,False,0,2018-05-03 10:09:00,2.0
10,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,482.47775,,11.0,False,0,2018-05-03 10:09:00,3.0
11,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,715.94073,,12.0,False,0,2018-05-03 10:09:00,4.0
12,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,391.01743,,13.0,False,0,2018-05-03 10:09:00,5.0
13,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,416.11801,,14.0,False,0,2018-05-03 10:09:00,6.0
14,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,415.73105,,15.0,False,0,2018-05-03 10:09:00,7.0
17,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,341.20288,,18.0,False,0,2018-05-03 10:09:00,2.0
18,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,382.63132,,19.0,False,0,2018-05-03 10:09:00,3.0
19,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,357.82623,,20.0,False,0,2018-05-03 10:09:00,4.0
20,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,382.14597,,21.0,False,0,2018-05-03 10:09:00,5.0
21,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,466.23984,,22.0,False,0,2018-05-03 10:09:00,6.0
22,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,482.78592,,23.0,False,0,2018-05-03 10:09:00,7.0
25,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,416.19196,,26.0,False,0,2018-05-03 10:09:00,2.0
26,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,374.18457,,27.0,False,0,2018-05-03 10:09:00,3.0
27,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,382.75629,,28.0,False,0,2018-05-03 10:09:00,4.0
28,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,374.52988,,29.0,False,0,2018-05-03 10:09:00,5.0
29,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,382.77863,,30.0,False,0,2018-05-03 10:09:00,6.0
30,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,365.63068,,31.0,False,0,2018-05-03 10:09:00,7.0
31,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,441.27899,,32.0,False,0,2018-05-03 10:09:00,8.0
32,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,324.20642,,33.0,False,0,2018-05-03 10:09:00,9.0
33,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,324.38391,,34.0,False,0,2018-05-03 10:09:00,10.0
36,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,307.8511,,37.0,False,0,2018-05-03 10:09:00,2.0
37,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,366.08887,,38.0,False,0,2018-05-03 10:09:00,3.0
38,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,532.78278,,39.0,False,0,2018-05-03 10:09:00,4.0
39,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,332.82645,,40.0,False,0,2018-05-03 10:09:00,5.0
40,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,373.80243,,41.0,False,0,2018-05-03 10:09:00,6.0
41,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,357.93399,,42.0,False,0,2018-05-03 10:09:00,7.0
42,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,524.23071,,43.0,False,0,2018-05-03 10:09:00,8.0
43,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,357.93036,,44.0,False,0,2018-05-03 10:09:00,9.0
44,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,407.78717,,45.0,False,0,2018-05-03 10:09:00,10.0
51,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,466.15564,,52.0,False,0,2018-05-03 10:09:00,2.0
52,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,340.85092,,53.0,False,0,2018-05-03 10:09:00,3.0
53,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,457.82086,,54.0,False,0,2018-05-03 10:09:00,4.0
54,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,416.17416,,55.0,False,0,2018-05-03 10:09:00,5.0
55,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,382.612,,56.0,False,0,2018-05-03 10:09:00,6.0
56,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,374.4007,,57.0,False,0,2018-05-03 10:09:00,7.0
57,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,457.94128,,58.0,False,0,2018-05-03 10:09:00,8.0
58,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,416.14246,,59.0,False,0,2018-05-03 10:09:00,9.0
59,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,457.711,,60.0,False,0,2018-05-03 10:09:00,10.0
60,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,382.17252,,61.0,False,0,2018-05-03 10:09:00,11.0
61,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,399.40442,,62.0,False,0,2018-05-03 10:09:00,12.0
62,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,382.86588,,63.0,False,0,2018-05-03 10:09:00,13.0
63,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,374.47403,,64.0,False,0,2018-05-03 10:09:00,14.0
64,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,390.98331,,65.0,False,0,2018-05-03 10:09:00,15.0
67,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,382.90237,,68.0,False,0,2018-05-03 10:09:00,2.0
68,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,391.17377,,69.0,False,0,2018-05-03 10:09:00,3.0
69,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,391.18161,,70.0,False,0,2018-05-03 10:09:00,4.0
70,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,365.79486,,71.0,False,0,2018-05-03 10:09:00,5.0
71,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,382.79974,,72.0,False,0,2018-05-03 10:09:00,6.0
72,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,391.22086,,73.0,False,0,2018-05-03 10:09:00,7.0
73,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,349.45917,,74.0,False,0,2018-05-03 10:09:00,8.0
74,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,357.8576,,75.0,False,0,2018-05-03 10:09:00,9.0
75,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,332.8183,,76.0,False,0,2018-05-03 10:09:00,10.0
78,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,666.05646,,79.0,False,0,2018-05-03 10:09:00,2.0
81,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,432.89923,,82.0,False,0,2018-05-03 10:09:00,2.0
82,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,424.56598,,83.0,False,0,2018-05-03 10:09:00,3.0
83,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,357.82562,,84.0,False,0,2018-05-03 10:09:00,4.0
84,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,532.87518,,85.0,False,0,2018-05-03 10:09:00,5.0
85,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,440.97925,,86.0,False,0,2018-05-03 10:09:00,6.0
86,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,432.91827,,87.0,False,0,2018-05-03 10:09:00,7.0
87,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,399.55502,,88.0,False,0,2018-05-03 10:09:00,8.0
88,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,349.62277,,89.0,False,0,2018-05-03 10:09:00,9.0
91,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,374.48703,,92.0,False,0,2018-05-03 10:09:00,2.0
92,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,366.1954,,93.0,False,0,2018-05-03 10:09:00,3.0
93,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,366.16461,,94.0,False,0,2018-05-03 10:09:00,4.0
94,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,399.52545,,95.0,False,0,2018-05-03 10:09:00,5.0
95,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,391.17105,,96.0,False,0,2018-05-03 10:09:00,6.0
96,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,341.18326,,97.0,False,0,2018-05-03 10:09:00,7.0
97,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,432.79904,,98.0,False,0,2018-05-03 10:09:00,8.0
98,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,507.81921,,99.0,False,0,2018-05-03 10:09:00,9.0
99,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,449.42178,,100.0,False,0,2018-05-03 10:09:00,10.0
102,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,549.55316,,103.0,False,0,2018-05-03 10:09:00,2.0
103,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,399.52393,,104.0,False,0,2018-05-03 10:09:00,3.0
107,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,366.14227,,108.0,False,0,2018-05-03 10:09:00,2.0
108,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,341.16364,,109.0,False,0,2018-05-03 10:09:00,3.0
109,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,507.52042,,110.0,False,0,2018-05-03 10:09:00,4.0
110,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,432.57446,,111.0,False,0,2018-05-03 10:09:00,5.0
111,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,357.89081,,112.0,False,0,2018-05-03 10:09:00,6.0
112,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,716.12787,,113.0,False,0,2018-05-03 10:09:00,7.0
113,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,474.1608,,114.0,False,0,2018-05-03 10:09:00,8.0
118,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,416.10867,,119.0,False,0,2018-05-03 10:09:00,2.0
119,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,366.26364,,120.0,False,0,2018-05-03 10:09:00,3.0
120,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,372.95456,,121.0,False,0,2018-05-03 10:09:00,4.0
121,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,457.82809,,122.0,False,0,2018-05-03 10:09:00,5.0
122,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,357.92432,,123.0,False,0,2018-05-03 10:09:00,6.0
123,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,474.51605,,124.0,False,0,2018-05-03 10:09:00,7.0
124,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,365.84103,,125.0,False,0,2018-05-03 10:09:00,8.0
125,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,649.46899,,126.0,False,0,2018-05-03 10:09:00,9.0
126,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,399.12399,,127.0,False,0,2018-05-03 10:09:00,10.0
127,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,424.56177,,128.0,False,0,2018-05-03 10:09:00,11.0
128,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,424.56177,,129.0,False,0,2018-05-03 10:09:00,12.0
129,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,316.14813,,130.0,False,0,2018-05-03 10:09:00,13.0
130,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,340.8479,,131.0,False,0,2018-05-03 10:09:00,14.0
131,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,432.83133,,132.0,False,0,2018-05-03 10:09:00,15.0
132,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,366.14621,,133.0,False,0,2018-05-03 10:09:00,16.0
133,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,382.86343,,134.0,False,0,2018-05-03 10:09:00,17.0
134,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,374.38379,,135.0,False,0,2018-05-03 10:09:00,18.0
135,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,457.76199,,136.0,False,0,2018-05-03 10:09:00,19.0
136,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,366.17096,,137.0,False,0,2018-05-03 10:09:00,20.0
137,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,415.83881,,138.0,False,0,2018-05-03 10:09:00,21.0
138,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,465.83054,,139.0,False,0,2018-05-03 10:09:00,22.0
139,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,674.11621,,140.0,False,0,2018-05-03 10:09:00,23.0
140,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,423.75009,,141.0,False,0,2018-05-03 10:09:00,24.0
141,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,441.20111,,142.0,False,0,2018-05-03 10:09:00,25.0
146,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,357.86185,,147.0,False,0,2018-05-03 10:09:00,2.0
147,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,366.57632,,148.0,False,0,2018-05-03 10:09:00,3.0
148,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,374.13266,,149.0,False,0,2018-05-03 10:09:00,4.0
149,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,490.89282,,150.0,False,0,2018-05-03 10:09:00,5.0
155,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,457.89572,,156.0,False,0,2018-05-03 10:09:00,2.0
156,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,391.06149,,157.0,False,0,2018-05-03 10:09:00,3.0
157,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,407.85449,,158.0,False,0,2018-05-03 10:09:00,4.0
160,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,415.41412,,161.0,False,0,2018-05-03 10:09:00,2.0
161,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,590.59131,,162.0,False,0,2018-05-03 10:09:00,3.0
162,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,482.85837,,163.0,False,0,2018-05-03 10:09:00,4.0
163,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,415.87442,,164.0,False,0,2018-05-03 10:09:00,5.0
164,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,474.51758,,165.0,False,0,2018-05-03 10:09:00,6.0
165,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,416.07153,,166.0,False,0,2018-05-03 10:09:00,7.0
166,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,432.86121,,167.0,False,0,2018-05-03 10:09:00,8.0
167,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,424.2258,,168.0,False,0,2018-05-03 10:09:00,9.0
172,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,482.85355,,173.0,False,0,2018-05-03 10:09:00,2.0
173,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,399.38751,,174.0,False,0,2018-05-03 10:09:00,3.0
174,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,632.81848,,175.0,False,0,2018-05-03 10:09:00,4.0
177,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,416.25235,,178.0,False,0,2018-05-03 10:09:00,2.0
178,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,382.82751,,179.0,False,0,2018-05-03 10:09:00,3.0
179,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,482.82428,,180.0,False,0,2018-05-03 10:09:00,4.0
180,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,423.74075,,181.0,False,0,2018-05-03 10:09:00,5.0
181,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,474.56525,,182.0,False,0,2018-05-03 10:09:00,6.0
184,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,466.20181,,185.0,False,0,2018-05-03 10:09:00,2.0
185,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,432.49869,,186.0,False,0,2018-05-03 10:09:00,3.0
186,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,424.358,,187.0,False,0,2018-05-03 10:09:00,4.0
187,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,382.84927,,188.0,False,0,2018-05-03 10:09:00,5.0
188,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,432.79572,,189.0,False,0,2018-05-03 10:09:00,6.0
189,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,399.47504,,190.0,False,0,2018-05-03 10:09:00,7.0
190,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,440.78156,,191.0,False,0,2018-05-03 10:09:00,8.0
191,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,499.53998,,192.0,False,0,2018-05-03 10:09:00,9.0
192,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,499.53305,,193.0,False,0,2018-05-03 10:09:00,10.0
193,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,416.05826,,194.0,False,0,2018-05-03 10:09:00,11.0
194,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,382.76776,,195.0,False,0,2018-05-03 10:09:00,12.0
195,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,524.49207,,196.0,False,0,2018-05-03 10:09:00,13.0
204,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,424.51254,,205.0,False,0,2018-05-03 10:09:00,2.0
209,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,407.70596,,210.0,False,0,2018-05-03 10:09:00,2.0
210,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,390.68085,,211.0,False,0,2018-05-03 10:09:00,3.0
211,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,416.21341,,212.0,False,0,2018-05-03 10:09:00,4.0
212,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,399.52695,,213.0,False,0,2018-05-03 10:09:00,5.0
213,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,390.81458,,214.0,False,0,2018-05-03 10:09:00,6.0
214,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,574.44818,,215.0,False,0,2018-05-03 10:09:00,7.0
215,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,682.79993,,216.0,False,0,2018-05-03 10:09:00,8.0
216,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,399.47775,,217.0,False,0,2018-05-03 10:09:00,9.0
217,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,357.68948,,218.0,False,0,2018-05-03 10:09:00,10.0
218,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,374.5145,,219.0,False,0,2018-05-03 10:09:00,11.0
219,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,366.1749,,220.0,False,0,2018-05-03 10:09:00,12.0
222,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,699.53619,,223.0,False,0,2018-05-03 10:09:00,2.0
223,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,482.5704,,224.0,False,0,2018-05-03 10:09:00,3.0
224,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,599.41718,,225.0,False,0,2018-05-03 10:09:00,4.0
227,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,332.75339,,228.0,False,0,2018-05-03 10:09:00,2.0
228,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,466.15262,,229.0,False,0,2018-05-03 10:09:00,3.0
229,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,474.56104,,230.0,False,0,2018-05-03 10:09:00,4.0
230,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,590.74103,,231.0,False,0,2018-05-03 10:09:00,5.0
231,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,366.2597,,232.0,False,0,2018-05-03 10:09:00,6.0
232,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,407.82883,,233.0,False,0,2018-05-03 10:09:00,7.0
233,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,399.552,,234.0,False,0,2018-05-03 10:09:00,8.0
234,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,341.1268,,235.0,False,0,2018-05-03 10:09:00,9.0
235,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,357.76706,,236.0,False,0,2018-05-03 10:09:00,10.0
236,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,424.21674,,237.0,False,0,2018-05-03 10:09:00,11.0
237,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,399.53207,,238.0,False,0,2018-05-03 10:09:00,12.0
238,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,390.90845,,239.0,False,0,2018-05-03 10:09:00,13.0
239,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,449.15558,,240.0,False,0,2018-05-03 10:09:00,14.0
240,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,415.50861,,241.0,False,0,2018-05-03 10:09:00,15.0
241,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,374.52475,,242.0,False,0,2018-05-03 10:09:00,16.0
242,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,374.43631,,243.0,False,0,2018-05-03 10:09:00,17.0
243,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,399.46237,,244.0,False,0,2018-05-03 10:09:00,18.0
244,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,516.16095,,245.0,False,0,2018-05-03 10:09:00,19.0
245,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,407.82913,,246.0,False,0,2018-05-03 10:09:00,20.0
246,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,324.59851,,247.0,False,0,2018-05-03 10:09:00,21.0
247,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,341.11353,,248.0,False,0,2018-05-03 10:09:00,22.0
252,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,507.80685,,253.0,False,0,2018-05-03 10:09:00,2.0
253,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,1.0,374.33701,,254.0,False,0,2018-05-03 10:09:00,3.0
254,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,2.0,449.07831,,255.0,False,0,2018-05-03 10:09:00,4.0
257,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,349.54095,,258.0,False,0,2018-05-03 10:09:00,2.0
258,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,574.52911,,259.0,False,0,2018-05-03 10:09:00,3.0
259,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,407.93326,,260.0,False,0,2018-05-03 10:09:00,4.0
260,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,3.0,623.12091,,261.0,False,0,2018-05-03 10:09:00,5.0
261,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,3.0,391.13272,,262.0,False,0,2018-05-03 10:09:00,6.0
262,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,2.0,457.50723,,263.0,False,0,2018-05-03 10:09:00,7.0
263,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,1.0,374.4502,,264.0,False,0,2018-05-03 10:09:00,8.0
264,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,566.00354,,265.0,False,0,2018-05-03 10:09:00,9.0
265,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,516.30554,,266.0,False,0,2018-05-03 10:09:00,10.0
266,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,366.24643,,267.0,False,0,2018-05-03 10:09:00,11.0
267,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,391.17587,,268.0,False,0,2018-05-03 10:09:00,12.0
268,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,666.12256,,269.0,False,0,2018-05-03 10:09:00,13.0
269,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,374.49396,,270.0,False,0,2018-05-03 10:09:00,14.0
270,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,0.0,0.0,473.87344,,271.0,False,0,2018-05-03 10:09:00,15.0
271,CONTROL FEEDBACK,10.0,100:2018_May_03_1009,1.0,0.0,349.37073,,272.0,False,0,2018-05-03 10:09:00,16.0
