,unique_participant,patch_length,feedback,prior_0_context_0,prior_0_context_1,prior_0_context_2,prior_0_context_3,prior_1_context_0,prior_1_context_1,prior_1_context_2,prior_1_context_3
0,101.0:2022-06-26 17:04:44.689,10.0 Trials,CONTROL FEEDBACK,400.1326388888889,402.29583333333335,417.33666666666676,437.0153846153847,401.905,386.82962962962966,411.830909090909,379.54920634920626
1,102.0:2022-06-28 20:30:59.639,5.0 Trials,CONTROL FEEDBACK,568.1325301204816,556.3318181818181,552.8288888888891,557.425,568.0465116279072,521.6675000000001,513.6302325581394,512.5259259259258
2,103.0:2022-06-27 22:22:42.724,10.0 Trials,CONTROL FEEDBACK,440.38666666666654,420.68499999999995,434.0227272727272,460.8363636363636,437.1047619047619,443.42,453.91333333333336,417.0914529914531
3,104.0:2022-06-29 18:48:55.894,5.0 Trials,CONTROL FEEDBACK,527.8436781609194,532.5133333333334,516.7720930232557,529.2,513.7476190476191,512.9818181818183,499.8232558139535,506.4641791044776
4,106.0:2022-06-30 18:02:37.549,5.0 Trials,CONTROL FEEDBACK,545.0134146341461,531.0702702702705,528.7604166666666,515.0,546.4425000000001,515.5210526315789,500.10869565217394,465.9732394366196
5,108.0:2022-07-03 09:22:43.094,5.0 Trials,CONTROL FEEDBACK,391.68539325842687,395.5750000000001,398.03125,385.55555555555543,395.06428571428575,403.9439024390245,379.9978723404255,408.30923076923074
6,110.0:2022-07-02 23:02:46.866,5.0 Trials,CONTROL FEEDBACK,412.51086963043457,408.2076924038461,427.0423077884616,430.16875006250007,388.461111138889,387.8756756216216,390.5596155961538,416.0222223055555
7,111.0:2022-06-30 07:21:19.375,10.0 Trials,CONTROL FEEDBACK,462.9060402684561,451.65714285714284,456.69599999999997,438.6583333333333,445.9047619047619,441.0210526315789,463.38444444444457,446.7783018867923
8,112.0:2022-07-01 00:40:29.798,5.0 Trials,CONTROL FEEDBACK,447.1750000000001,442.19090909090914,451.10000000000014,450.61944444444447,447.40930232558145,443.12051282051283,459.6204545454544,437.098
9,114.0:2022-07-02 22:38:28.543,5.0 Trials,CONTROL FEEDBACK,377.5632183908044,383.72127659574477,371.35555555555555,371.31315789473683,392.2599999999999,359.2142857142857,367.74255319148926,377.80857142857155
10,115.0:2022-06-30 22:47:04.519,10.0 Trials,CONTROL FEEDBACK,423.434246609589,444.14999990909087,442.94814811111104,416.38888918518506,428.62999995000007,400.4961540000001,403.816666625,407.7066666666667
11,116.0:2022-06-30 22:33:45.359,5.0 Trials,CONTROL FEEDBACK,393.2666666666669,387.925,396.77380952380946,383.64374999999995,396.2175,405.3285714285714,392.7731707317074,409.36727272727273
12,117.0:2022-07-02 21:31:09.719,10.0 Trials,CONTROL FEEDBACK,459.853020134228,444.64761904761906,431.22499999999997,457.2615384615386,448.125,445.3,451.98536585365855,428.62605042016827
13,119.0:2022-07-02 14:03:32.182,10.0 Trials,CONTROL FEEDBACK,462.1985815602837,481.5416666666667,419.3181818181818,451.8666666666667,470.14285714285717,459.95238095238096,447.18518518518516,439.015625
