,unique_participant,patch_length,feedback,prior_0_context_0,prior_0_context_1,prior_0_context_2,prior_0_context_3,prior_1_context_0,prior_1_context_1,prior_1_context_2,prior_1_context_3
0,100:2018_May_03_1009,10.0 Trials,CONTROL FEEDBACK,424.4897893181817,435.54752800000006,426.38424176470596,464.1810099999998,439.40075526315786,408.1776868181818,420.29427904761906,424.32258509259265
1,101:2018_May_06_0947,5.0 Trials,CONTROL FEEDBACK,424.23446972972977,434.09064843749996,428.66465083333327,439.04264428571423,413.2120402941175,423.36682605263155,452.1134968571428,412.7039906976745
2,102:2018_May_07_0934,5.0 Trials,CONTROL FEEDBACK,453.69829999999996,467.29360470588233,451.11435771428575,454.36356875,455.5003857575757,449.2439823076922,474.17399363636366,461.14406093023246
3,103:2018_May_07_1002,10.0 Trials,CONTROL FEEDBACK,454.5857415476189,468.96278187499996,474.1811147058823,442.31313176470593,482.5864205263158,463.98112619047623,467.62211684210524,445.57500901960776
4,104:2018_May_07_1025,5.0 Trials,CONTROL FEEDBACK,444.38885076923077,449.09705393939396,439.31356636363626,435.79049090909086,439.72181322580644,444.5763338888889,413.0717716666666,446.3722721621622
5,105:2018_May_07_1035,5.0 Trials,CONTROL FEEDBACK,441.9771575757576,478.7813642424241,450.065815483871,426.9797547058823,464.11959062499994,455.1492932432433,430.8980652777778,441.16035972972986
6,108:2018_May_10_1202,10.0 Trials,CONTROL FEEDBACK,429.8445040217391,442.5702560000001,436.97250619047605,437.8360952631578,455.20469722222214,424.145685625,441.82835588235287,418.5862053012047
7,109:2018_May_10_1229,10.0 Trials,CONTROL FEEDBACK,457.7023761627905,463.54202111111124,459.4959604545454,470.5141694444444,430.01120785714295,463.7127418749999,440.2412121428571,444.2453535616438
8,110:2018_May_10_1244,10.0 Trials,CONTROL FEEDBACK,418.28890477064226,419.8688542857143,416.328940909091,402.7110231578948,386.1863055555556,392.79376294117645,391.32634312499994,399.51439344827577
9,111:2018_May_10_1250,10.0 Trials,CONTROL FEEDBACK,437.5658856000002,464.7576461904762,475.50936649999994,454.07457,421.43830499999996,428.11828,434.66914066666664,433.8593481707318
10,112:2018_May_10_1320,10.0 Trials,CONTROL FEEDBACK,524.069821443299,536.3337159999999,539.7535385714285,546.2412629411765,536.9106429411764,556.5382711764705,532.9953993333334,543.8370637804879
11,113:2018_May_10_1351,10.0 Trials,CONTROL FEEDBACK,441.9555507619047,457.1951545,426.92443363636363,429.48531263157895,450.6041477777778,436.4283305882353,441.863713125,433.3246960227274
12,114:2018_May_10_1416,10.0 Trials,CONTROL FEEDBACK,444.99168941176464,435.3806000000001,443.6128822727273,457.12812684210525,417.715825,466.84512,456.43554,441.09325722891555
13,115:2018_May_14_1128,10.0 Trials,CONTROL FEEDBACK,387.2629634862387,390.5303957142857,393.20039545454546,383.43693736842107,370.49080944444444,380.06774705882356,376.233076875,379.31706388235284
14,116:2018_May_14_1225,5.0 Trials,CONTROL FEEDBACK,408.90100524999997,389.7878457894736,392.64829315789467,386.80091212121215,408.24684,406.6570432432433,379.49671606060593,401.3103876086957
15,117:2018_May_14_1237,10.0 Trials,CONTROL FEEDBACK,379.0782453571429,386.10484125,383.49478588235297,363.54633055555564,376.96048499999995,387.52858909090907,377.839960952381,384.14646635514003
16,118:2018_May_14_1307,5.0 Trials,CONTROL FEEDBACK,391.2230782051281,424.3938451515151,413.2373342857142,402.64357176470594,409.04545718749995,411.8657467567567,401.8940718421053,397.2557406666668
17,119:2018_May_14_1333,10.0 Trials,CONTROL FEEDBACK,483.9418550000002,471.10257619047616,471.7615179999999,467.20890578947365,476.0489666666667,492.33839823529405,451.2294012499999,466.7653038636365
18,11:2017_Nov_30_1241,5.0 Trials,CONTROL FEEDBACK,487.2540883720929,476.54143625000006,477.3920386842106,490.9477906060605,499.7746285714285,505.53126944444455,481.69221243243237,481.0335211904762
19,120:2018_May_15_1009,5.0 Trials,CONTROL FEEDBACK,430.89016380952376,452.09408473684186,445.72898578947377,450.19096558823543,426.81722057142844,449.8859578378379,427.5174496875001,422.1918690697675
20,121:2018_May_15_1304,10.0 Trials,CONTROL FEEDBACK,510.2978740243901,518.1724622222223,502.80004999999994,509.86611444444435,528.8208227777778,516.3511065,514.8392749999999,487.9641181730768
21,122:2018_May_17_1139,5.0 Trials,CONTROL FEEDBACK,406.80221775000007,412.53900096774197,411.9336327777777,415.1688537142857,405.46331305555555,414.3162954054054,414.8039663157894,398.77850590909094
22,123:2018_May_21_1101,5.0 Trials,CONTROL FEEDBACK,424.73083268292663,425.84613714285706,418.17313,432.7568960606061,440.63534166666676,430.1504889473684,421.22260058823537,419.86185133333333
23,124:2018_May_24_1304,10.0 Trials,CONTROL FEEDBACK,424.795417764706,424.645465625,428.55863882352935,416.88530333333324,452.30651473684213,407.1925728571429,420.0816145,421.0357812499999
24,125:2018_May_24_1407,10.0 Trials,CONTROL FEEDBACK,436.69660116504843,465.5476381818182,445.68732095238096,451.8482410526316,461.4351876470589,422.6938347058824,414.7606681250001,450.3845733720931
25,126:2018_May_24_1419,5.0 Trials,CONTROL FEEDBACK,475.67922783783786,483.52398,475.1361048648649,470.16852142857147,476.72686727272736,479.07637789473694,457.5511994594594,454.14902710526326
26,127:2018_May_24_1426,10.0 Trials,CONTROL FEEDBACK,426.68166245098035,422.2550623809523,434.1980276190476,429.03047000000004,416.75338555555555,413.35564352941174,428.5390573333334,417.51068703703714
27,130:2018_May_30_1244,5.0 Trials,CONTROL FEEDBACK,390.168529047619,398.1682120588235,392.0067722222223,393.2547962857143,389.88503428571437,394.33600083333346,398.5325121621621,395.0349243589744
28,131:2018_May_30_1346,10.0 Trials,CONTROL FEEDBACK,459.6014250537636,476.8843015789473,469.7336345454545,486.4096723529413,488.5687186666667,492.35980066666656,480.2058091666666,478.7789669444445
29,13:2017_Nov_30_1317,5.0 Trials,CONTROL FEEDBACK,480.84240000000005,469.5336794285715,464.03640558823525,462.3556663333333,440.4423740625001,469.7567822857142,453.9535209375,452.87041052631577
30,14:2017_Nov_30_1340,10.0 Trials,CONTROL FEEDBACK,407.48694,408.91241187500003,404.9431429411765,389.34487388888897,397.70190833333334,411.84725000000003,378.2676725,400.1377403809524
31,15:2017_Dec_03_0834,5.0 Trials,CONTROL FEEDBACK,461.930256153846,425.2798748484848,438.99112529411764,433.342575,436.58606235294116,417.60446416666656,414.51667542857143,432.9562787878788
32,16:2017_Dec_03_0848,5.0 Trials,CONTROL FEEDBACK,419.69784916666663,444.4828303030303,420.50739153846155,406.9137306060606,437.3445159374999,425.8790135135134,433.15092823529403,433.5976605128204
33,18:2017_Dec_03_1003,5.0 Trials,CONTROL FEEDBACK,434.28054357142855,426.2999102631579,453.26343638888886,431.94997085714294,438.3909188571428,459.6891467567568,458.8655396969698,444.76659976190484
34,19:2017_Dec_03_1019,10.0 Trials,CONTROL FEEDBACK,427.0008226506024,431.3122418749999,435.83270999999996,398.15318611111115,411.39346736842106,437.434674090909,421.37254476190486,418.05229
35,1:2017_Nov_28_0931,5.0 Trials,CONTROL FEEDBACK,400.9198605555556,391.1723666666667,405.8856992105263,406.62840555555556,402.6671634482759,418.6345875757576,389.02783562499997,393.51438687499996
36,22:2017_Dec_05_1005,5.0 Trials,CONTROL FEEDBACK,401.0962747727272,392.7479628947369,398.45839763157903,394.34089800000004,380.991438,389.02885499999996,409.3288891176471,392.48074886363634
37,23:2017_Dec_05_1022,10.0 Trials,CONTROL FEEDBACK,431.0614039534883,418.2614881249999,400.51685352941183,452.78255055555564,425.4245631578947,432.49275545454543,416.6026161904762,417.6252006796117
38,24:2017_Dec_05_1133,5.0 Trials,CONTROL FEEDBACK,361.2380752272727,360.0382319354839,352.3993071052631,370.05480885714286,356.87270187499996,351.2675664102565,358.7562218421052,352.7655669047618
39,25:2017_Dec_05_1136,10.0 Trials,CONTROL FEEDBACK,431.7453823469388,442.802995,433.9865077272727,417.04231684210527,454.1082288888889,453.93483058823523,424.55085599999995,433.87372156626515
40,26:2017_Dec_07_0914,5.0 Trials,CONTROL FEEDBACK,424.0102099999999,446.8558094594593,441.8924336842106,444.68407617647057,452.2100217142857,453.95309578947376,438.0326879411764,440.97826266666664
41,27:2017_Dec_07_0943,10.0 Trials,CONTROL FEEDBACK,459.42216488095244,436.01565250000004,450.53789411764706,461.8176770588235,451.3180142105263,446.64882050000017,476.7308526315789,453.9324667307692
42,28:2017_Dec_07_1005,5.0 Trials,CONTROL FEEDBACK,429.71819050000005,447.2499936363637,456.73280666666665,446.72920971428573,451.05646529411763,453.7388173684211,441.97393176470587,415.27389054054055
43,29:2017_Dec_07_1012,10.0 Trials,CONTROL FEEDBACK,404.7344322222222,384.47026550000004,410.045877368421,409.7096727777778,411.41067125,389.3470971428572,397.2288326666666,388.1488004225352
44,2:2017_Nov_28_1009,10.0 Trials,CONTROL FEEDBACK,558.0940747619047,543.79662125,521.578395882353,528.2226111111112,543.8085457894737,549.1446285714285,556.9981795,554.2779001886793
45,30:2017_Dec_07_1103,5.0 Trials,CONTROL FEEDBACK,420.73626883720937,425.44463631578947,416.91989611111114,409.8229457142858,420.77796542857135,409.6483789473683,436.81815852941173,415.24453
46,31:2017_Dec_07_1123,10.0 Trials,CONTROL FEEDBACK,419.099179,407.383948125,409.88785062500006,405.1671552631579,396.0265784210526,401.75639863636366,411.7271538095237,411.00119859813094
47,32:2017_Dec_07_1139,5.0 Trials,CONTROL FEEDBACK,497.46268634146344,481.7733680000001,464.4250602702703,473.36202176470584,499.58153424242425,482.2020919444446,487.5357855555555,497.28256846153846
48,33:2017_Dec_07_1152,10.0 Trials,CONTROL FEEDBACK,402.70651361904766,404.774222631579,408.61768227272734,411.5006849999999,386.4516116666666,377.45096705882355,396.93016687500005,396.7570326436783
49,34:2017_Dec_07_1211,5.0 Trials,CONTROL FEEDBACK,413.7106807142857,414.1851537837838,430.3517733333333,421.2441402857143,407.1803517647059,409.054065,402.7581448387097,422.2162257499999
50,35:2017_Dec_07_1222,10.0 Trials,CONTROL FEEDBACK,423.7432547560975,458.8845850000001,408.83928882352944,442.6609823529412,446.61746611111107,435.03859545454543,433.2524052380952,426.69323607476645
51,36:2017_Dec_07_1301,5.0 Trials,CONTROL FEEDBACK,369.41465425000007,358.5648605405405,367.1064936842105,358.88858617647065,392.1687511111111,388.7525013513513,377.56083848484843,377.5151530952381
52,37:2017_Dec_07_1346,10.0 Trials,CONTROL FEEDBACK,406.557180235294,399.55522875,394.6354370588235,388.43426222222223,387.7002178947368,394.2412336363636,389.9666495,401.2393625471698
53,38:2017_Dec_10_0847,5.0 Trials,CONTROL FEEDBACK,444.7661555263159,443.6687357575757,460.9889028571429,437.34110031250003,453.42043233333334,435.331545,416.42889891891883,402.1149594444444
54,39:2017_Dec_10_0932,10.0 Trials,CONTROL FEEDBACK,468.3510825,462.4587404999999,452.9595759090909,431.94866666666667,464.15453999999994,488.7674964705881,452.6710168749999,447.8397638271603
55,3:2017_Nov_30_0903,5.0 Trials,CONTROL FEEDBACK,366.81530179487174,376.9329935483872,379.40353777777784,398.09216735294115,384.370015882353,365.9810225714286,402.4067854285714,380.4909268292683
56,40:2017_Dec_10_1003,5.0 Trials,CONTROL FEEDBACK,444.31385166666666,443.1658361764705,449.9827463157894,420.662665625,421.78198272727286,416.2223021052631,448.94187322580643,453.47103868421055
57,41:2017_Dec_10_1127,10.0 Trials,CONTROL FEEDBACK,385.2790552272727,386.8035676470588,365.688055625,384.2667311111111,381.5614,369.38749,381.6950961904762,368.924680754717
58,42:2017_Dec_10_1132,5.0 Trials,CONTROL FEEDBACK,514.3124679999999,499.79619030303036,516.4692934285716,507.92297833333333,506.915183939394,494.9209320588236,506.5488229729731,504.9717669230768
59,43:2017_Dec_12_0956,10.0 Trials,CONTROL FEEDBACK,425.59027613861366,422.1706038095238,414.3252495454546,397.22818,444.4538016666667,401.090913125,401.2069493333333,408.8477908641975
60,44:2017_Dec_12_1124,5.0 Trials,CONTROL FEEDBACK,409.6045620930232,408.0848816216216,431.2309616666667,427.5944368571428,409.28699472222223,399.04885289473685,403.9356502941177,422.79122255319146
61,45:2017_Dec_12_1149,10.0 Trials,CONTROL FEEDBACK,393.30818175,386.45452625,374.51633625000005,402.4942305882352,375.85661000000005,388.5460286363637,380.46488619047614,374.57847632075476
62,47:2017_Dec_14_1124,10.0 Trials,CONTROL FEEDBACK,425.41339388888883,430.30942100000004,436.1953304545455,443.4203878947369,414.2023888888887,408.25084625,432.8403799999999,423.21345011904765
63,49:2017_Dec_14_1220,10.0 Trials,CONTROL FEEDBACK,445.32563406976726,454.75889312499993,420.10040999999995,418.0578488888889,442.0793594736841,443.50314,426.13332285714284,433.99427403669733
64,4:2017_Nov_30_0912,10.0 Trials,CONTROL FEEDBACK,410.927471875,397.0851590476189,409.74834272727276,426.20527300000003,444.6055982352941,395.3092116666667,405.5860026666667,408.97888662337664
